"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"BTK",93.08011652,121.488731,111.282898,87.000434,119.704961,115.412903,114.751645,135.812033,108.151729,110.723795,128.953594,98.048732,129.04658
"BTLA",21.77706,20.3247,25.22015,13.418058,26.26561,23.9957,19.59099,53.88186,22.67141,31.904245,37.583388,16.59514,19.58745
"BTN1A1",0,0,0,0,0,0,0,0,0.385461,0.358845,0,0.691996,0
"BTN2A1",35.60208303,28.83537443,37.08059,35.676469,34.80412,35.454239,30.5090881,32.09015,43.81626,40.771647,37.108652,27.625233,40.80363
"BTN2A2",28.707316,22.23718,18.14809317,15.350995,22.159025,17.343144,18.4157107,18.674197,19.210464,8.527594955,24.75415,13.84260432,15.386695
"BTN2A3P",1.107506,1.947484,0.195569,3.648099,1.830534,0.5626665,2.187466,3.123062,5.103674,0.965664,1.664828,1.8531106,1.035396
"BTN3A1",136.6151,129.343689,99.528256,114.507292,122.81091,87.984125,103.13468,109.6268,116.42154,39.711602,118.923,79.513261,93.73414
"BTN3A2",214.561906,143.8369795,172.177814,195.351415,178.934546,127.664519,181.728603,158.724706,232.17315,99.761149,102.066821,67.696524,124.35891
"BTN3A3",103.9674,57.735744,80.360012,74.763927,67.823187,51.870578,71.638997,56.182204,89.472099,72.54631257,93.842562,53.805996,69.12652333
"BTNL2",0,0,0,0,0.152185,0.13276,0,0,0,0,0.179384,0,0.990596
"BTNL3",0,0,0.580893,2.39674,0,0.308412,1.49959,0,0.071498,0,0.253047,0,0
"BTNL8",1.44616,2.710495,2.1894673,2.221985,2.173412,1.117637,1.840047,1.68694131,0.3327885,2.068123,3.369951,4.160013,6.790089
"BTNL9",3.421605,1.211086,4.921594,3.175961,2.282228,1.614082,2.04087,7.598453781,1.598013,4.111422,1.80624,3.828361,1.842944
"BVES",0.272042,0.298932,0.260257,0.126649,0.128703,0.151421,0.41316,0.28084,0.147142,0.104417,0.136988,0.096324,0.292047
"C12orf29",13.157213,19.860102,8.793815,13.65715507,18.078471,9.453636,10.486951,14.24948,18.1161004,13.669619,17.274421,9.525236,19.135993
"C12orf4",18.89792,13.450372,13.11283,17.28878,18.33881,12.22589,12.92558,22.60584,13.95633,18.496159,15.476195,12.05124,18.662508
"C17orf99",0.0457555,1.3388216,0.738297,0.25952,0.216401,0.192193,0.515741168,0.413467,0.60614,0.127997,0,0.0795999,0
"C1QA",15.736507,24.32513,2.85939,11.03576,9.28468,1.918682,14.81607,6.12255,3.27614,7.48744,8.277218,25.8356,19.16064
"C1QB",7.51914,13.5519,0.943768,5.111639,6.4884,2.222609,20.97851,1.398224752,0.484414,4.97437,2.97891,16.838714,10.216082
"C1QBP",157.77446,156.01405,133.91809,122.084892,177.07321,179.59159,135.720894,110.44846,118.52279,149.893662,117.460136,100.129065,132.344818
"C1QC",0.675418,4.37792,0.298174,2.22042,1.11366,1.61744,5.78113,0.564186,0.676454,1.91054,0.944539,3.37105,1.00384
"C1R",0.119436,1.3619422,1.683248148,0.112019,1.209618,0.7448617,3.3748074,3.897115149,1.4672893,0.3642935,1.751922,1.64739493,2.8385468
"C1RL",12.328273,12.535216,12.09073,15.663953,23.9497815,15.630873,15.84575803,39.52028,22.74038,23.161459,30.821935,17.797985,14.758554
"C1S",1.560315,2.45459,0.4500349,4.094048,2.18654,1.569229,1.5398001,3.076081,0.7386004,2.117211316,2.5128739,1.2323275,0.223564
"C2",13.299123,33.942354,6.5116436,3.51619902,6.371544,3.7773273,15.57148539,6.761502,6.743314248,11.358508,10.37455401,14.24843,6.846735
"C3",10.93718254,7.127883,5.296146,6.121871,8.4095884,5.559731,4.49891378,9.681913,8.869585,9.394356,12.603587,4.505562,5.485707
"C3AR1",42.7105,79.6599,39.3262,70.9762,118.79929,38.9467,67.45668,41.73469,52.3763,78.1521,77.5171,106.417,24.69132
"C4A",0.491673,3.8529831,0.26810426,3.455758183,2.31087864,3.229806,0.24989065,7.02470814,3.037463272,0.334557,0.6366809,0.7510473,2.4428885
"C4B",0.631474,4.471644,0.01885126,4.017918238,2.1296475,2.338875,0.76679965,6.771758,4.009905807,0.685636,1.2450399,1.6827715,0.441941596
"C4BPA",0.985601,0.267385,0,0,0.430224,3.490363,0,0.0445675,0,0.161306,0.858568,0,0
"C4BPB",1.03535,1.7155,2.74745,1.37851,0.698377,1.6435,1.12155,1.78541,3.403334,0.825325,0.675839,0.832441,1.98522572
"C5",1.114067,12.08901,1.30906,3.63459,5.280042,1.381316,1.961928,4.204114,1.290066,3.097412,1.746407,1.198113,4.116641
"C5AR1",170.77735,150.5891,203.20252,213.67346,115.26613,336.03084,66.553629,84.06592,48.50545,109.93168,140.577798,221.47839,219.33571
"C5AR2",2.773255,3.076874,4.71452,5.26389,3.0643,4.50722,3.26371,3.21902,3.50897,5.79053,5.09025,4.69831,2.73517
"C7",0.0946465,0.127008,0.0878722,0.067216,0.306195,0.116773,0.0636098,0.0717318,0.0613842,0.0624294,0.0281259,0.0832508,0.120241
"C8G",2.74452,5.956489,0,7.87715,5.17301,0.441762,4.215754,4.67767,0.381777,3.253731,2.250142,5.43791,0
"CACNA1C",0.173278,0.100395,1.2348648,0.135068,0.7328341,0.149458,0.116740739,0.7946016,0.96562813,0.482290102,0.554271234,0,0.134666
"CACNB3",4.512685,2.388946404,0.491582,0.592455,2.836714,4.2597147,1.0008763,2.897068,1.4660062,3.494941,2.5556291,1.183846,1.3106629
"CACNB4",0.4918303,2.644710942,1.588043392,1.906827528,1.714240124,2.345909138,0.716208917,1.5954881,0.265754,0.666550512,1.218578038,1.1041197,1.4661913
"CACTIN",1.340862724,2.156769,2.02213,1.136455,1.594774705,1.749047,1.712215,1.164113,2.453614,1.536337,1.698622,1.538363,1.99271
"CADM1",10.154109,7.049408,1.3900853,3.288076,5.684507,4.62871,5.3219431,8.8749409,6.4841317,5.6821835,11.88455601,3.9288067,6.216281
"CALCA",0,0,0,0,0,0,0.270337,0,0,0,0,0,0
"CALCOCO2",234.056234,271.766181,172.1148039,266.835866,240.085992,234.40994,188.551167,206.07907,149.156734,148.829258,166.1440946,205.348453,209.560276
"CALR",140.73708,130.81523,154.030941,159.2096,147.2574,159.200611,161.09694,119.88626,145.873131,149.292479,149.36958,189.14382,94.78193
"CAMK1D",7.068175,12.78905,20.95832,20.52464,11.905661,9.690582,8.291766,25.622379,27.04326,30.354621,17.62049,14.357415,27.98242
"CAMK4",46.433638,29.292765,44.685739,38.48674,41.62898,65.257343,53.21035,74.187505,78.70667,53.654023,65.364086,37.17859,101.435896
"CAMLG",41.4733,34.6316,36.7065,53.502,35.5405,33.1323,28.215,35.0067,37.0835,30.9791,35.9889,26.4995,25.7322
"CAMP",5.93402,9.08215,29.248,8.06261,3.02373,1.74841,45.3026,15.6238,2.44391,1.56778,3.00153,18.276,0.683164
"CARD11",18.146513,7.053832,24.110411,24.200739,13.420893,16.789483,17.74642,14.9955,14.721043,18.32781,16.970444,14.976253,15.881929
"CARD8",99.491767,80.74826422,74.28742683,102.5415903,86.172928,84.33954296,89.83558914,88.25072501,83.155619,70.4231031,111.976274,38.5277302,68.4543384
"CARD9",19.5823862,46.46864,24.678109,27.806902,22.834941,20.314734,29.29174,31.29699,27.13083624,39.79127,31.1837509,39.38271207,21.736753
"CASP1",290.70212,323.353563,241.375629,272.792355,290.569019,236.929455,325.188236,261.096317,214.007904,313.27155,282.80788,237.017346,213.29377
"CASP3",31.134877,23.370169,32.66388,24.46584,41.361199,29.171859,25.2063,31.02259,33.40543,37.277473,48.62756,23.533623,26.592532
"CASP4",313.824699,458.80778,342.922237,387.098597,358.98111,357.36777,301.420461,308.342558,233.52132,283.75896,277.5279111,276.37107,260.64188
"CASP6",21.878935,30.688366,29.998277,25.96218026,39.12324,27.756184,25.816344,23.327187,26.61129157,29.929945,18.64576713,16.089971,24.752348
"CASP8",142.9221911,124.877816,178.94656,117.344138,93.515142,125.1628453,100.2182211,122.108395,107.811865,111.059282,129.581392,76.242075,96.835351
"CASP9",7.73147,15.009854,13.86834,18.00721,10.053478,21.30589,10.93682716,13.518078,14.4956,14.796355,14.49449,26.282232,26.504753
"CAV1",0.821003,0.28205756,1.8105539,0,3.130788,0.4054245,0.9662768,1.977665,3.473654,1.183444,2.363785,2.259308,1.3479696
"CBFA2T3",7.493431,5.94291737,6.681108,6.324491,7.662623,5.58151,4.547693,9.687908,4.581816065,9.215257,8.24554847,7.140037,10.38407015
"CBFB",22.108976,30.901217,37.51714,33.194289,27.353821,22.318172,24.757454,21.10828,23.606957,28.10857,20.225516,18.766276,23.884902
"CBL",11.774124,9.676544,10.3372,9.698185,9.406622,8.228432,9.120097,10.913699,10.1045,11.358952,10.2437,11.574902,12.54932
"CBLB",51.57256,27.249025,41.95652,56.110222,41.789144,56.55826,33.368718,48.717296,48.3414685,41.231258,47.425796,33.607541,51.50649
"CCDC134",6.31971,5.76806,4.68256,7.17237,4.49605,6.46132,8.05775,8.61806,12.7473,6.31284,13.2347,8.91572,9.92037
"CCDC88B",12.90671,9.9234649,19.568236,13.87335,12.955641,12.414721,20.172305,14.4347378,23.18064207,13.08411629,13.655715,16.305106,20.616828
"CCDC92",7.100188,2.689207,4.756849,7.486786,2.3863964,5.539144,5.2472451,6.457345,13.42834,8.023258,6.560241,7.9220346,6.175482
"CCL1",0,0.238213,0,0,0,0,0.218949,0,0,0,0,0,0
"CCL14",1.3392696,0,0,0.228945,0,0,0,0.0295702,0,0,0,0,0
"CCL15",0.766367,0.572462,0,0.440082,0,0.169423,0,1.12698,0.322246,0,0.226286,0.169115,1.06633
"CCL16",0.953593,0.419523,0.481999,0.462078,0.647945,0.969936,0.632874,0.799341,0.731998,0.435992,0.451588,1.240958,1.0399
"CCL17",0,0,0,0,0,0,0.246687,0,0,0,0,0,0
"CCL18",0.369749,0,0,0,0,0,0.164232,0,0,0,0,0,0
"CCL19",0,0.453061,0,0,0,1.074385,0,0,0,0,0,0,0.622502
"CCL2",1.9839241,2.625355,0.499551,0.16928,2.166792,1.76193,9.79365,0.52484,2.156744,2.68595,0,0.16156,0
"CCL20",204.479,0.192233,4.436488,0.759377,1.56345,30.34753,29.68945,1.772461,0,0,0.736255,16.62061,18.19238
"CCL22",0.464646,0.51452,0.404723,0.634046,0.568702,0.266128,0.403891,0.521955,0.298355,0.29126,0.835494,0.556027,0.408711
"CCL23",0,0,0,0,0,0,0.233283,0,0,0.236751,0,0.208968,0
"CCL24",0.508997154,0,0,0,0.735324968,0,0,0,0,0,1.25523,0,0
"CCL25",0.388997,0,0,0,1.215261,0,0.310885,0,0,0,0.214815,0,0.456333
"CCL26",0,0,0.570139,0,0,0,0,0,0,0,0,0,0
"CCL27",0,0,0,0.20694,0,0,0.483074,1.57689,0,0.266541,0,0,1.52815
"CCL28",15.61448,7.940219,7.83121,12.11304,9.94454,14.48353,8.23073,8.87787,8.9121,10.114436,5.984973,5.168233,15.62175
"CCL3",1216.778,94.8403,66.9703,31.21939,53.9847,23.65641,1430.618,411.049,30.8578,28.40915,66.3022,52.0189,31.79372
"CCL3L3",311.7427,26.89061,6.04451,11.58078,30.94065,23.139983,257.8692,118.59528,31.6427,18.03968,5.245237,20.68089,13.18399
"CCL4",946.511,38.89097,85.96769,51.81688,29.52856,47.96178,808.71,224.728,84.56491,72.60773,52.1677,34.80315,29.05166
"CCL5",858.0237,530.4655,609.4051,681.2549,615.5026,353.0364,366.2855,509.7222,502.9082,424.4851,358.7042,419.54859,320.9002
"CCL7",0,0,0,0,0,0.777377,0,0,0,0,0,0,0
"CCL8",0.436631,0.843224,0.33146,0.504757,0,0,7.89308,0.521588,0.6123,0.314458,0.106805,0.160596,0
"CCN3",2.39755,0.265993,0,2.65205,0.755723,2.0488,0,0.548062,0.497534,1.020405,1.15082,0.542454,1.1727
"CCNB2",3.821534,4.062479,2.837,4.045169,18.51479,6.10015,5.60017,1.358007,1.78619,1.489997,14.0234,1.06189,4.062886
"CCND3",338.0766521,377.5391926,444.126315,480.997672,352.386473,314.973841,393.68639,383.3553853,491.8190766,471.49069,418.139239,389.189312,395.7783869
"CCR1",46.6471,99.8862,65.4751,58.9599,65.7949,70.8792,81.6322,57.8722,63.3131,73.3784,45.0804,75.8672,31.3034
"CCR10",0.293198,0.212778,1.140654,0.11344163,2.266503,0.986225,2.839505,3.31948,0.722428,0.423882,2.597552,1.191053,1.29617
"CCR2",70.85755,118.7618,104.078939,77.1014,140.70358,50.76275,117.67241,184.2912,95.11832,147.141654,131.033643,43.296626,49.017377
"CCR3",19.581218,14.074596,37.749955,19.52134,35.489721,13.45699648,21.835483,59.421254,41.35477,9.447263,40.589237,18.87014,31.018444
"CCR4",9.49542,3.43143,4.43852,8.12754,6.76651,7.75602,5.47365,13.637,7.81152,7.557,14.6729,10.746,5.37166
"CCR5",10.2444,8.49844,7.39259,8.25436,9.68305,5.43756,14.5252,12.1559,16.6801,9.03083,16.8913,4.6888,4.97033
"CCR6",14.236504,6.137648,24.7427,21.806637,19.415547,24.185143,20.11557,29.11907,17.928518,17.42909,11.46015799,15.29119,15.760698
"CCR7",169.79795,161.20995,193.3125,193.61492,416.5472,211.68052,248.61523,245.87817,393.88139,323.06238,393.5263,121.88362,287.46868
"CCR8",3.019321,4.108253,0,5.00601,2.54537,2.55514,1.706557,4.49607,1.545303,2.701659,6.95466,1.224803,0
"CCR9",5.246964,6.7378076,0.565232802,4.477654,10.017482,3.191041096,3.73701,2.619024,2.5338032,4.0978872,14.346879,0.399541,5.713411
"CCRL2",40.940385,13.59355,10.47332536,12.59279,11.756512,17.08108,14.96000827,6.234452,6.374156001,8.628597,11.52023342,20.931011,15.107715
"CD101",39.11275,54.47015,38.71192,36.22174,50.25132,40.31481,25.0198,37.21835,44.896405,48.59557,26.24419,50.45604,53.51263
"CD109",0.390544,1.14853,0.316769232,0.450841,0.650105186,0.649981,0.066178463,0.531913,0.142723,0.456353,0.618504,0.294097723,0.258557728
"CD14",422.9157,795.11907,521.2199,601.9657,598.6781,586.6933,881.9317,697.1666,546.41613,665.5904,579.1296,748.8475,482.5682
"CD151",38.685978,36.968713,48.764583,40.279666,36.935432,40.52316011,27.547106,36.82269405,36.481163,35.398984,26.54946009,47.538845,23.67071375
"CD160",21.233788,13.916288,30.272253,22.084911,23.120051,31.149122,24.712398,10.716685,24.588318,63.46803,12.02947,21.752109,15.575296
"CD164",284.542063,327.225192,306.58981,338.71968,322.643633,288.151512,260.224702,222.94516,227.613161,240.246624,279.288989,233.19133,239.323892
"CD177",0.2920591,1.96513,0.59297,2.049489,0.826042,0.684125,7.227592868,0.748545,0.1847392,0.570654774,0.721298,0.66566,2.58178
"CD180",11.5049,16.998,8.32576,7.02599,18.5185,7.48468,14.5985,15.596,10.5701,17.5375,13.969044,7.07895,8.54989
"CD19",31.02466,25.351615,33.62996,19.14634,35.923117,30.815366,41.200287,62.85392,26.9561,25.614612,28.39872,20.72302,48.44029
"CD1A",2.40266,1.44816,4.22102,3.95467,4.79768,2.68596,0.737188,3.80179,2.2055,4.03388,2.7147,1.95533,1.06799
"CD1B",0.949384,0.821168,3.08119,4.4796,0.794032,2.547852,1.518512,1.6929,0.745268,0.917848,1.32275,0.7293862,1.40604
"CD1C",46.7556,22.74046,48.9872,43.848,49.0855,70.0979,36.3837,53.7108,37.7544,36.0741,37.49694,34.9786,50.9387
"CD1D",39.9832,75.4102,70.1308,78.7129,70.2053,54.3037,62.0159,43.0134,63.2176,61.5057,69.7665,64.2759,43.214
"CD1E",2.830641306,2.885964,1.149002,3.08283,6.615563,10.89955,5.676088,3.047828,3.408166,3.9526,1.60452,2.9784083,11.16169
"CD2",226.677,181.76768,193.394,236.995,212.946,123.365,140.686,173.56906,185.49093,159.351,172.70191,92.4437,104.03932
"CD200",5.21172,6.640437105,7.227134,3.981986498,18.626779,11.504558,6.003933276,16.51811171,9.6962211,11.231375,7.186824,6.58854,22.67931
"CD200R1",15.26554,5.726594,23.37456,12.26213,16.730605,16.89107,5.734091,16.081275,20.488103,9.22908,14.86346,13.90966,16.359457
"CD209",0.16159,1.0298682,1.85849,1.36939,2.200247,0.363557,0.0760497,1.940295,0.134476,0.57893,0.0308996,0.563271,0.356977
"CD22",36.969551,26.668523,25.90632111,28.752827,70.127938,55.70945467,52.494655,122.9352647,52.0096002,51.63604212,34.49301034,27.154185,58.27175627
"CD226",40.49853,35.26031,24.442785,40.04333,35.169217,43.41213,27.921404,51.661081,48.70268,53.46555,49.920299,38.757553,29.017192
"CD24",9.472013,4.84537,10.5862,5.930248,2.62028,10.569587,62.936411,28.12754,16.447859,13.451474,17.4065,18.5820691,3.924408
"CD244",90.7362,83.216376,122.99402,101.1600005,84.413529,104.585875,74.67973,83.368432,79.10621,82.62369,90.25047,73.9519751,53.40498
"CD247",227.710905,101.883414,204.90443,210.664847,202.34657,174.25082,188.252531,211.570349,259.76735,270.477678,272.2760332,170.934994,155.63764
"CD248",2.01222,1.60872,4.81636,6.9753,6.65914,4.68511,8.55215,2.00421,7.22897,6.34774,2.87971,0.14242,10.5917
"CD27",97.52136,74.4726,81.500742,83.9317,166.4546,95.5147,105.772,87.3615,114.247365,91.076425,124.63724,54.4712,110.926071
"CD274",4.87422,8.671627,2.331703,2.316413,7.017913,4.822718,14.90446,8.25754,4.577229,4.907266,8.734179,6.37938,3.02566599
"CD276",0.357139,0.301513,0.251828,0.111599,0.109674,0.30936,0.0747428,0.0385573,0.299852,0.0704448,0.3761756,0.40916,0.315879
"CD28",15.7622,14.6634,17.672,24.602715,24.180545,28.08766,26.19975,24.121479,21.4812,23.867461,42.08041,22.580588,21.97692
"CD300A",172.858128,223.18513,243.41191,177.64362,151.50166,179.94233,184.19025,127.645296,138.05554,173.16018,168.63578,169.96206,104.251982
"CD300C",60.6954,98.0669,64.1479,86.8795,57.4382,82.523,38.8878,51.2327,37.2881,71.8527,46.36,92.7194,38.0844
"CD300E",99.5358,242.029,131.135848,174.130364,137.417,178.777,105.398,105.291945,107.943,146.88675,85.362609,139.153,105.766
"CD300LB",18.169913,28.916613,33.85939,30.66672,30.91128,27.781587,17.80536,18.15551,22.36477,26.557874,22.83683,22.69097,26.14111
"CD300LD",0.755204,2.16066,1.46747,0.97008,2.50803,0.909978,0.0813036,0.379233,0.995544,1.0544,1.33394,1.56149,1.93649
"CD300LF",86.27159071,98.41612,65.95649,86.28684001,98.00746,99.827219,80.944081,86.19577,88.93809,87.046276,91.51993,147.534332,70.549784
"CD300LG",0.202574,0.739893,0.255144,0.382606,0.385224,0.19457,0.532459,0.231699,0.0375686,0.264289,0.274686,0.277851,0.161162
"CD320",35.711602,33.09346,21.640821,45.90389782,41.30326,32.11816,21.95477803,32.562969,38.11199,40.3364439,32.82952591,31.094248,26.88958
"CD33",68.00788,202.29824,173.22419,152.260316,159.743166,157.608951,123.37877,125.367973,99.84583,153.17063,122.02335,150.88793,99.34646
"CD34",1.0116299,1.140257,1.466785,0.103867,0.213572,0.190723,0.1402598,0.2613839,0.8368131,0.184304829,0.8051126,0.846536,1.590907
"CD36",249.984406,647.5352231,403.3573911,467.4873373,294.7164181,269.4830917,189.514788,315.7228744,192.266131,305.0845701,150.867218,357.05564,299.6790017
"CD38",17.89726,21.319494,18.85532,12.00838,52.79055,39.112802,44.06528,15.330128,25.620246,26.83298,58.81106,20.2683,38.060971
"CD3D",167.48236,124.06605,98.01921,169.67575,116.90728,74.7371,124.497093,123.96518,181.35374,167.77697,151.5877,73.84357,97.4166
"CD3E",240.58136,162.58489,235.12808,275.755402,302.996049,206.173382,184.07235,159.42827,246.80117,208.787147,227.37014,154.287204,174.82353
"CD3G",311.90855,335.05669,268.76014,456.09713,410.691149,186.871332,199.720655,183.322561,209.31064,150.09236,218.027111,164.27794,157.61958
"CD4",183.757558,194.174006,187.484115,224.407703,196.619464,149.916784,167.881135,197.852923,218.581543,214.437149,260.48556,248.997931,156.20894
"CD40",41.133746,38.868926,21.26903501,13.147308,38.84926,33.173214,35.861578,47.45911,28.250096,28.39084,20.9545,35.14228,30.0137
"CD40LG",19.98268,17.0424,20.887,18.1143,27.9617,23.1208,23.2986,37.2633,43.128277,54.698577,44.4498,14.6394,21.866742
"CD44",693.53104,667.651606,562.064404,701.482555,546.351354,763.58741,557.154924,806.391404,577.5627957,626.725432,689.7078925,713.074917,611.2802766
"CD46",189.185022,261.560399,187.861726,197.969135,209.1532284,200.3932397,139.4635403,157.119619,146.235762,157.174979,208.0199418,170.6457978,212.802883
"CD47",335.9877,358.88986,261.00394,354.9988,300.6677,361.5093,240.1265,257.09997,245.04998,255.77082,283.91963,316.54512,318.5044
"CD48",411.0301,367.95814,214.53346,244.639273,321.40521,392.56172,412.49356,373.604,463.0546,431.0736,414.89811,404.50434,234.09694
"CD5",70.4853,45.20920575,53.5014,73.4972,94.7166,56.5288,47.3359,83.52936,71.470942,54.5816,95.4644,49.8101,62.6524
"CD55",264.1393,219.170283,249.563631,307.472025,263.761286,414.39913,252.49073,180.36986,219.07689,204.699954,194.75197,375.037163,332.167688
"CD58",138.06049,131.02777,125.25904,94.70287,125.39724,113.53707,86.460651,126.02595,101.77636,129.29206,117.44676,84.5816,126.8508
"CD59",29.076128,25.719144,36.526459,31.27846,49.42116,28.018795,33.353508,32.46432,25.318541,29.619235,48.28804,27.19615,28.88701
"CD5L",0,0,0.309483,0,0,0,0,0,0,0,0,0,0
"CD6",44.38939293,46.68366001,65.54022,95.092027,82.581439,42.798191,44.915104,87.695249,95.980988,80.63137,65.035272,47.82481992,132.59888
"CD68",637.14887,1178.39778,696.25188,861.36377,718.91938,731.36026,682.2408,508.62817,541.81168,652.7947,615.28834,745.3005,602.6975
"CD7",36.413404,24.077074,39.103511,46.764349,62.189796,50.474171,28.211465,30.41952688,36.532634,35.0679535,40.196736,32.54333,42.186126
"CD70",0.658754,2.174194,1.99797,5.18132,0.885982,0.991869,3.131861,1.30875,1.658756,0.473886,2.92179,1.327931,0.686377
"CD74",6535.76621,12004.70948,7376.476763,6122.41744,8206.14278,8354.937388,6363.72215,6298.31825,5428.27934,5969.146802,5256.40995,7069.07526,8420.32587
"CD79A",116.21089,60.04357,81.63779,58.48649,115.08899,188.546,147.61328,180.23469,99.157747,130.61613,90.199476,71.69079,160.4434
"CD79B",126.621141,95.79447,86.16206,72.34124,150.86155,145.19634,179.914527,222.74142,113.863402,126.899292,132.43888,76.694519,116.34839
"CD80",0.221671,0.512434,0,0.170609,1.023795,0.0912644,0.127977,0.2844066,0.872823,1.6037,0.6533466,0.488474,0.095845
"CD81",13.4881458,3.8032465,19.009075,14.186856,17.4911412,17.46755001,14.45123,18.196111,18.298717,21.419568,19.372131,15.04061,15.477753
