from,to,strength,direction
DPP8,PRKRA,1,0.547619048
GPR151,DLL1,0.733333333,0.843333333
A2M,CR1,0.895238095,0.581587302
A2M,RGCC,0.761904762,0.603650794
SERPING1,TREM2,0.733333333,0.696666667
C1QA,TRBC2,0.933333333,0.961904762
C1QC,VSIG4,0.980952381,0.907936508
C1S,TRDC,0.971428571,0.649206349
CR2,MFAP4,0.80952381,0.538253968
CR2,TRBC2,0.885714286,0.958730159
IGLC3,TRBC2,0.742857143,0.530634921
FCN3,C1QC,0.723809524,0.705396825
VSIG4,CR1,1,0.780952381
VSIG4,IL1B,0.895238095,0.925396825
VSIG4,TREM2,0.99047619,0.63968254
IGHV2-5,CR1,0.723809524,0.864444444
TRBC2,TRDC,0.761904762,0.804761905
RGCC,C8B,0.828571429,0.773333333
TREM2,CR1,0.780952381,0.768412698
CR1,CR2,1,0.504761905
CR2,VSIG4,1,0.533333333
SERPING1,C1QC,0.761904762,0.906031746
C1QC,CR1,0.876190476,1
CR2,TRBC1,0.704761905,0.813174603
IGHA1,CR2,0.742857143,0.674047619
IGHA1,IGHV3-30,0.742857143,0.759365079
TREM2,C8G,0.752380952,0.54468254
ALOX5,PTPN6,1,0.614285714
ALOX5,SLC11A1,0.99047619,0.761904762
BCL2,DEFA6,0.752380952,0.90952381
BCL2,YTHDF2,0.885714286,0.678095238
C1QA,ALOX5,0.771428571,0.736825397
C1QA,SLC11A1,0.847619048,0.858095238
C1QB,VSIG4,0.714285714,0.941587302
C1QC,RNASE6,0.971428571,0.96984127
C6,POU2AF1,0.99047619,0.692063492
C8G,LEAP2,0.828571429,0.812063492
CAMP,ELANE,0.761904762,0.78015873
MS4A1,CCR6,0.923809524,0.514285714
MS4A1,CR2,0.8,0.852063492
MS4A1,FCER2,1,0.914285714
MS4A1,PAX5,0.99047619,0.961904762
MS4A1,POU2AF1,0.961904762,0.868253968
MS4A1,CXCL13,0.895238095,0.836190476
CD28,C1R,0.828571429,0.826190476
CD28,RNASE6,0.742857143,0.845555556
CCR6,RNASE6,0.704761905,0.714444444
CCR7,VSIG4,0.838095238,0.725079365
DEFA5,COLEC10,0.704761905,0.715079365
FCGR2B,CXCL11,0.971428571,0.949206349
GATA3,ALOX5,0.847619048,0.771428571
CXCL2,CXCL3,1,0.99047619
CXCL3,IL1B,0.847619048,0.600952381
CFHR1,HRG,0.723809524,0.515555556
HLA-A,PSMB10,0.704761905,0.779365079
HLA-DQB1,HLA-DRB1,1,0.771428571
HLA-E,PSMB10,0.99047619,0.673015873
IFNA1,CXCL11,0.838095238,0.669206349
IFNG,CD28,0.752380952,0.738888889
IFNG,CCR7,0.971428571,0.782539683
IFNG,PDCD1,0.80952381,0.73015873
IFNG,RNASE6,0.723809524,0.863333333
IFNG,TRDC,0.79047619,0.909206349
IFNG,TRBC2,0.876190476,0.543968254
IGHA1,POU2AF1,0.8,0.57015873
IGHG1,POU2AF1,0.704761905,0.681111111
JCHAIN,IGKC,0.980952381,0.882539683
JCHAIN,RNASE6,0.714285714,0.895555556
IGKC,YTHDF2,0.904761905,0.99047619
IGLC3,GALP,0.742857143,0.615714286
CXCL10,C1QC,0.942857143,0.604444444
CXCL10,CR1,0.828571429,0.880952381
CXCL10,CXCL9,1,0.7
CXCL10,CXCL11,1,1
CXCL10,CXCL13,0.704761905,0.931111111
CXCL10,ACOD1,0.914285714,0.817460317
LTA,MS4A1,0.980952381,0.711111111
LTA,CCR7,0.780952381,0.51968254
LTA,RGCC,0.828571429,0.556825397
SH2D1A,JCHAIN,0.79047619,0.659365079
SH2D1A,CXCL13,0.933333333,0.942857143
LYZ,SEMG1,0.933333333,0.725396825
LYZ,TREM2,0.904761905,0.760634921
CXCL9,ALOX5,0.761904762,0.767619048
CXCL9,IFNG,0.971428571,0.655555556
CXCL9,PTPRC,0.752380952,0.612698413
CXCL9,VSIG4,0.961904762,0.971428571
CXCL9,TREM2,0.704761905,0.925555556
PAX5,POU2F2,0.923809524,0.588571429
POU2AF1,IGHV5-51,0.828571429,0.684444444
POU2F2,POU2AF1,0.714285714,0.535555556
POU2F2,PSMB10,0.80952381,0.605555556
PSMB10,TRDC,0.857142857,0.62968254
PTPRC,A2M,0.828571429,0.760634921
PTPRC,ALOX5,0.780952381,0.80015873
PTPRC,HLA-E,0.857142857,0.915873016
PTPRC,LTA,0.895238095,0.747936508
PTPRC,POU2F2,0.819047619,0.85047619
REG1A,REG1B,0.99047619,0.850793651
RNASE6,FCGR2B,1,0.847619048
RNASE6,HLA-DRB1,0.838095238,0.725079365
RNASE6,RNASE3,0.914285714,0.74952381
RNASE6,TREM2,1,0.8
RPL39,FCGR2B,0.733333333,0.906031746
RPL39,JCHAIN,0.876190476,0.859047619
RPL39,PTPN6,0.742857143,0.875555556
RPL39,RPS19,1,0.942857143
S100A9,C1S,0.714285714,0.847142857
S100A9,S100A12,1,0.685714286
S100A12,PI3,0.885714286,0.596984127
SLC11A1,FCGR2B,0.704761905,0.662222222
SLC11A1,CXCL3,0.828571429,0.644761905
SLC11A1,PTPN6,0.828571429,0.553333333
SLC11A1,VSIG4,0.819047619,0.504444444
FCN3,HLA-E,0.838095238,0.936507937
SPAG11B,SPAG11A,1,0.885714286
TRBC2,SH2D1A,0.838095238,0.52547619
RGCC,CXCL2,0.895238095,0.716190476
YTHDF2,PPP2R3C,0.876190476,0.806349206
WFDC12,WFDC5,0.828571429,0.85047619
WFDC13,IFNG,0.838095238,0.705079365
WFDC13,WFDC10B,1,0.919047619
WFDC10B,C1S,0.771428571,0.891587302
IFNE,CXCL3,0.714285714,0.895555556
SPAG11A,PPP2R3C,0.733333333,0.954920635
CCR2,A2M,0.876190476,0.693650794
CCR2,C1QC,0.704761905,0.860793651
CCR2,IL1B,0.761904762,0.82031746
CCR2,VSIG4,0.8,0.771746032
ACOD1,SERPING1,0.771428571,0.784126984
ADAM10,PIK3CG,0.923809524,0.871111111
ADAM10,OXSR1,1,0.795238095
CXCL10,CCL3,0.99047619,0.9
PIK3CD,PIK3CG,1,0.838095238
PIK3CD,CCL3,0.838095238,0.783174603
PIK3CD,CCL5,0.828571429,0.526031746
PIK3CD,OXSR1,0.99047619,0.695238095
PIK3CG,CXCL13,1,0.742857143
CCL3,CXCL11,0.714285714,0.659920635
CCL5,CXCL13,1,0.871428571
XCL2,CCL3,0.971428571,0.832539683
XCL2,CXCL11,0.714285714,0.818253968
OXSR1,XCL2,0.723809524,0.776507937
OXSR1,CXCL13,0.923809524,0.831746032
CCR2,CXCL11,0.723809524,0.91
C1QA,TRBC1,0.704761905,0.524444444
C1QB,TLR8,0.914285714,0.563809524
C1QC,HLA-DMA,0.79047619,0.872063492
C1QC,IL10,0.961904762,0.961904762
C4A,SERPING1,0.780952381,0.621746032
C4A,HLA-DQB1,0.819047619,0.65968254
CD19,CD27,1,0.647619048
CD19,CR2,0.980952381,0.928571429
CD19,FCER1G,0.704761905,0.53
CD19,HLA-DOB,0.780952381,0.885873016
CD19,IGHG1,0.733333333,0.655873016
CD19,PTPN6,0.723809524,0.818253968
CD27,HLA-DPA1,0.733333333,0.514603175
CD27,IGHV5-51,0.8,0.798730159
CD40LG,C1QC,0.723809524,0.514444444
CD74,IL10,0.895238095,0.536825397
CR2,CCR6,0.752380952,0.635873016
CR2,GAPT,0.761904762,0.730793651
CSF2RB,BTK,0.952380952,0.86031746
CSF2RB,SERPING1,0.961904762,0.838888889
CSF2RB,IGHA1,0.8,0.771746032
CSF2RB,PTPN6,0.8,0.967619048
CSF2RB,PTPRC,1,0.9
CSF2RB,FOXP3,0.714285714,0.961111111
FCER1G,IL10,0.828571429,0.838095238
FCGR3A,HLA-DMB,0.771428571,0.568888889
HLA-DPA1,HLA-E,0.723809524,0.755714286
IGHE,IL9R,0.761904762,0.605238095
IL9R,CD28,0.761904762,0.644603175
IL9R,CR1,0.733333333,0.61968254
IL9R,TRDC,0.876190476,0.751746032
LTA,C1QA,0.79047619,0.518888889
LTA,CD40LG,0.885714286,0.844761905
NBN,HLA-E,0.79047619,0.791269841
PTPRC,CD27,0.733333333,0.771111111
PTPRC,INPP5D,0.771428571,0.986666667
PTPRC,TRBC1,0.771428571,0.584126984
SUPT6H,INPP5D,0.923809524,0.920634921
CD226,IL9R,0.714285714,0.648888889
CD226,IL10,0.761904762,0.637936508
TRBC2,BTK,0.838095238,0.693333333
TRBC2,IL9R,0.752380952,0.828730159
TRBC1,CD27,0.847619048,0.811428571
TRBC1,CD226,0.733333333,0.653015873
IL21R,IL9R,0.80952381,0.823015873
IL21R,TREM2,0.904761905,0.713650794
FOXP3,PTPN6,0.723809524,0.593333333
EXOSC3,IL9,0.714285714,0.527777778
TLR8,CD19,0.895238095,0.58
TLR8,CCR6,0.723809524,0.744603175
TLR8,CR1,0.714285714,0.888730159
TLR8,PTPRC,0.857142857,0.651428571
TLR8,TRBC1,0.742857143,0.504444444
TREM2,BTK,0.980952381,0.846031746
TREM2,HLA-DMB,0.857142857,0.747619048
GAPT,IGHG1,0.780952381,0.677936508
CCR6,SAMHD1,0.828571429,0.902222222
MSH3,IL10,0.857142857,0.825079365
PRKDC,RIF1,0.980952381,0.636507937
PTPRC,SAMHD1,1,0.976190476
SUPT6H,SAMHD1,0.723809524,0.88047619
SAMHD1,IL10,0.99047619,0.646031746
EXOSC3,SHLD2,0.923809524,0.589206349
SAMHD1,MSH6,0.895238095,0.509206349
BTK,PTPN6,0.723809524,0.835079365
SERPING1,C4A,0.742857143,0.518095238
SERPING1,HLA-E,0.723809524,0.962222222
CD19,CCR6,0.723809524,0.666349206
FCGR1A,TRDC,0.866666667,0.607936508
FCGR3A,CCR6,0.742857143,0.733492063
FCGR3A,NBN,0.704761905,0.867619048
HLA-DMB,FCGR3A,0.79047619,0.604126984
IGHG1,IGHV2-5,0.714285714,0.932698413
IGKC,HLA-DOB,0.761904762,0.846984127
IL10,CD74,0.952380952,0.600952381
INPP5D,IGHV3-30,0.733333333,0.726031746
PTPRC,IGHA1,0.79047619,0.768253968
PTPRC,SLA2,0.704761905,0.809365079
SUPT6H,IGKC,0.704761905,0.949365079
CD226,SLA2,0.838095238,0.640793651
TRDC,IL9R,0.704761905,0.656031746
TRBC2,SLA2,1,0.933333333
TRBC1,C1QA,0.723809524,0.551269841
TRBC1,SLA2,0.885714286,0.667619048
TLR8,CD28,0.714285714,0.894920635
TLR8,GAPT,0.714285714,0.962698413
SLA2,BTK,0.923809524,0.66
SLA2,CD28,0.8,0.652698413
SLA2,TRDC,0.866666667,0.933809524
AZU1,HLA-E,0.714285714,0.979365079
AZU1,SLC11A1,0.828571429,0.751587302
CAMP,REG3G,0.704761905,0.735555556
CXCL3,SLC11A1,0.838095238,0.856825397
HLA-A,CXCL10,0.733333333,0.841111111
HLA-A,WFDC10B,0.733333333,0.583809524
HLA-E,LYZ,0.99047619,0.76984127
HLA-E,CXCL9,0.980952381,0.641269841
HLA-E,RNASE6,1,0.857142857
IGHA1,IGKV3-20,0.99047619,0.994444444
JCHAIN,SLC11A1,0.771428571,0.636666667
JCHAIN,CXCL13,0.99047619,0.941269841
CXCL9,CXCL13,0.723809524,0.954920635
CXCL9,ACOD1,0.961904762,0.827936508
RNASE3,CXCL9,0.857142857,0.533333333
RNASE3,RNASE6,1,0.533333333
RNASE6,CXCL10,0.8,0.524444444
RNASE6,CXCL11,0.885714286,0.737460317
RPL39,IGHA1,0.933333333,0.558412698
RPL39,CXCL9,0.8,0.980952381
SLC11A1,CXCL9,0.847619048,0.618571429
SLC11A1,RNASE6,0.980952381,0.595238095
SLC11A1,ACOD1,0.780952381,0.900952381
H2BC21,H2BC8,0.904761905,0.551349206
ELANE,HLA-E,0.714285714,0.972222222
ELANE,RNASE3,0.8,0.878730159
HLA-E,FGA,0.780952381,0.885396825
RPL39,HLA-E,0.895238095,0.86
H2BC12,IGHA1,0.704761905,0.780555556
WFDC10B,RPL39,0.8,0.668253968
CD1C,HLA-DOA,0.761904762,0.50952381
CD74,WAS,0.961904762,0.628571429
CCR7,WAS,1,0.580952381
CTSS,ACE,0.828571429,0.556507937
ACE,FCGR2B,0.952380952,0.695238095
ACE,SLC11A1,0.904761905,0.548253968
HLA-DMA,CLEC4A,0.99047619,0.615873016
HLA-DMB,CLEC4A,0.885714286,0.711428571
HLA-DPB1,WAS,0.780952381,0.727142857
HLA-DRA,CLEC4A,0.942857143,0.701587302
HLA-E,CTSS,0.733333333,0.875952381
HLA-E,ACE,0.980952381,0.5
HLA-E,HLA-DOA,0.838095238,0.595079365
HLA-E,HLA-DPB1,0.704761905,0.884444444
HLA-F,PSMB8,0.923809524,0.771428571
HLA-F,WAS,0.704761905,0.725238095
HLA-H,TAP1,0.942857143,0.731111111
PSMB8,ACE,0.857142857,0.707936508
PSMB8,HLA-DMB,0.866666667,0.623809524
PSMB8,TAP1,1,0.947619048
PSMB8,WAS,0.704761905,0.767142857
CCL19,ACE,0.828571429,0.600634921
CCL19,HLA-DMA,0.714285714,0.650793651
CCL19,HLA-DOB,0.904761905,0.662063492
CCL19,WAS,0.733333333,0.558174603
SLC11A1,CD8A,0.885714286,0.546349206
SLC11A1,WAS,0.876190476,0.511428571
TAP1,CD8A,0.8,0.951111111
TAP1,RAB35,0.752380952,0.673015873
TAP1,TREM2,0.704761905,0.751269841
TAP2,LILRB2,0.961904762,0.829365079
THBS1,HLA-F,0.704761905,0.712222222
WAS,MARCHF1,0.885714286,0.508095238
AP3B1,CD74,0.895238095,0.892063492
AP3B1,CTSS,0.704761905,0.808888889
AP3B1,RAB35,0.838095238,0.745555556
AP3B1,PIKFYVE,1,0.752380952
LILRB2,CD1C,0.847619048,0.554603175
LILRB2,TREM2,0.980952381,0.719047619
CD209,CD1B,0.828571429,0.99047619
CD209,CD8A,0.714285714,0.720793651
CD209,HLA-DPA1,0.857142857,0.599365079
CD209,THBS1,0.714285714,0.672222222
CLEC4A,CD1C,0.857142857,0.743492063
TREM2,SLC11A1,0.885714286,0.507142857
MARCHF1,SLC11A1,0.819047619,0.56
MARCHF1,CLEC4A,0.895238095,0.61047619
PIKFYVE,PSMB8,0.923809524,0.572539683
PIKFYVE,TAP1,0.828571429,0.79
PIKFYVE,RAB35,0.904761905,0.728571429
CD74,TAP1,0.780952381,0.757142857
HLA-B,TAP1,0.723809524,0.987777778
HLA-DMA,CD74,0.885714286,0.570952381
HLA-DMA,FCER1G,0.761904762,0.543809524
HLA-DMA,TAP1,0.866666667,0.728571429
HLA-DPA1,CD1B,0.714285714,0.853968254
HLA-DPB1,CLEC4A,0.714285714,0.626190476
TAP1,CD1C,0.980952381,0.642857143
AP3B1,HLA-DMB,0.704761905,0.942222222
AP3B1,HLA-DRA,0.79047619,0.99047619
CLEC4A,FCGR2B,0.723809524,0.717222222
FCER1G,HLA-DMA,0.942857143,0.749206349
FCER1G,HLA-DMB,0.99047619,0.538095238
FCGR2B,HLA-DMA,0.752380952,0.713174603
BCL2,MYB,0.733333333,0.605238095
CD2,CD3G,0.723809524,0.961111111
CD2,FUT7,0.838095238,0.91047619
CD3E,LCK,0.723809524,0.932222222
CD3G,IKZF3,0.704761905,0.746666667
CD4,CD86,0.961904762,0.844444444
CD4,MAFB,0.857142857,0.988888889
CD4,CLEC4E,0.733333333,0.534761905
CD19,GPR18,0.771428571,0.668253968
CD27,IRF4,0.857142857,0.722222222
CD28,VCAM1,0.723809524,0.536984127
CD80,ITK,0.79047619,0.511746032
CD86,CD40LG,0.780952381,0.679206349
CD86,MAFB,0.704761905,0.977777778
CD79B,GPR18,0.752380952,0.502857143
CEBPG,CLPTM1,0.828571429,0.56047619
CLPTM1,CDK6,0.771428571,0.561269841
CCR6,ATM,0.733333333,0.690952381
CCR6,FUT7,0.742857143,0.593809524
ATF2,PLCG2,0.761904762,0.856031746
ATF2,SP3,1,0.70952381
DOCK2,FCER1G,0.714285714,0.793174603
EGR1,IL10,0.914285714,0.562698413
EGR1,NLRP3,0.876190476,0.638095238
EP300,CLPTM1,0.780952381,0.826825397
EP300,SOS1,0.99047619,0.757142857
EP300,DCAF1,0.961904762,0.846031746
EZH2,FANCD2,0.752380952,0.926666667
EZH2,MSH2,0.971428571,0.923809524
FANCA,ATM,0.733333333,0.705873016
FANCA,FANCD2,1,0.904761905
FANCA,MSH2,0.723809524,0.534603175
FANCD2,MSH2,0.704761905,0.51015873
FANCD2,PRKDC,0.876190476,0.580952381
FANCD2,DCAF1,0.942857143,0.563809524
FCGR2B,BTK,0.885714286,0.555873016
MTOR,GON4L,0.79047619,0.697460317
KAT2A,GPS2,1,0.89047619
KAT2A,PIK3CD,0.771428571,1
KAT2A,ZAP70,0.733333333,0.928888889
KAT2A,AP3B1,0.904761905,0.787301587
KAT2A,IKZF3,0.847619048,0.980952381
KAT2A,GON4L,0.780952381,0.569047619
GLI3,MYB,0.714285714,0.527777778
GLI3,PPP2R3C,0.847619048,0.673015873
GPR18,IL7R,0.79047619,0.585396825
GPS2,ATM,0.99047619,0.876190476
GPS2,IL15RA,0.742857143,0.865873016
GPS2,LYL1,0.714285714,0.748888889
GPS2,GPR89A,0.933333333,0.666666667
HLA-DRA,CRTAM,0.780952381,0.799365079
HLX,PREX1,0.99047619,0.631746032
IL1B,TNFSF13B,0.876190476,0.566666667
IL2RA,CD40LG,0.876190476,0.622698413
IL2RA,CR1,1,0.666666667
IL2RA,VCAM1,0.847619048,0.619047619
IL2RA,RSAD2,0.714285714,0.568888889
IL10,LEP,0.819047619,0.902539683
IL10,SPN,0.847619048,0.662539683
IL10,SASH3,0.780952381,0.517777778
IL15RA,RIPK2,0.904761905,0.832063492
INHBA,MMP14,1,0.942857143
INHBA,VCAM1,1,0.980952381
IRF1,IL12RB1,0.866666667,0.598412698
IRF4,CD79A,0.847619048,0.575238095
LYL1,PIK3CD,0.780952381,0.736507937
MMP14,RUNX3,0.752380952,0.821111111
MMP14,IL2RA,0.723809524,0.574444444
MMP14,IL15RA,0.876190476,0.883809524
MSH2,MTOR,0.971428571,0.901587302
MSH2,PRKDC,0.923809524,0.947619048
MSH2,SOS1,0.961904762,0.7
MSH2,HDAC4,0.780952381,0.829206349
MSH2,PPP2R3C,0.99047619,0.961904762
PLCG2,RUNX3,0.714285714,0.747460317
PTGER4,EGR1,0.971428571,0.755555556
PTPRC,NFAM1,0.714285714,0.834285714
RPS6,MTOR,1,0.742857143
SOS1,DCAF1,0.733333333,0.755396825
SP3,CEBPG,0.761904762,0.671587302
SP3,SOS1,0.942857143,0.743492063
SP3,RIPK2,0.847619048,0.858095238
SP3,DCAF1,0.8,0.855873016
SP3,GON4L,0.819047619,0.778888889
SPI1,BTK,0.857142857,0.510793651
SPI1,IL2RA,0.847619048,0.522063492
SPN,BTK,0.819047619,0.50015873
SPN,VCAM1,0.704761905,0.783650794
ZAP70,TNFSF8,0.79047619,0.819206349
ZAP70,SPI1,0.838095238,0.565714286
ZAP70,PREX1,0.714285714,0.634126984
FOXN1,PTPN6,0.780952381,0.986666667
AP3B1,ATM,0.80952381,0.646031746
DCAF1,PRKDC,0.733333333,0.515396825
DCAF1,AP3B1,1,0.971428571
DCAF1,GON4L,0.952380952,0.733968254
TESPA1,BTK,0.895238095,0.768571429
TESPA1,CD2,0.971428571,0.598412698
TESPA1,SLAMF6,0.780952381,0.696984127
MAFB,IL7R,0.761904762,0.66968254
LILRB2,HLA-DRA,0.885714286,0.53952381
LILRB2,NLRP3,0.704761905,0.643174603
LILRB2,CCR2,0.761904762,0.626349206
LILRB4,FCER1G,0.838095238,0.57968254
LILRB4,PSG9,0.723809524,0.64031746
LILRB4,LILRB2,0.847619048,0.605555556
FBXO7,CD27,0.714285714,0.582698413
CLEC4E,CD28,0.780952381,0.795714286
PLA2G2D,IL9,0.714285714,0.672222222
DLL1,RIPK2,0.723809524,0.894444444
DLL1,DCAF1,0.714285714,0.59952381
FOXP3,CD8A,0.8,0.715873016
GPR89B,GPS2,0.99047619,0.588888889
SASH3,LCK,0.819047619,0.551587302
SASH3,ZAP70,0.876190476,0.636825397
GON4L,JAK3,0.819047619,0.767142857
GON4L,DOCK10,0.742857143,0.667301587
PPP2R3C,IL15RA,0.742857143,0.65015873
DOCK10,INPP5D,0.704761905,0.773809524
DOCK10,ITGA4,0.714285714,0.52031746
SLAMF8,CD4,0.828571429,0.551269841
SLAMF8,CD86,0.742857143,0.605555556
SLAMF8,LCK,0.714285714,0.702698413
RSAD2,BTN2A2,0.961904762,0.868253968
NLRP3,CD8A,0.704761905,0.601428571
NLRP3,PLA2G2D,0.761904762,0.559365079
NLRP3,DOCK10,0.704761905,0.534920635
SLAMF6,CD79A,0.780952381,0.863650794
IL27,IL12RB1,0.771428571,0.688412698
IL4I1,BTK,0.714285714,0.515555556
IL4I1,IL27,0.752380952,0.54031746
CLEC4D,CD40LG,0.704761905,0.507619048
THEMIS,FUT7,0.895238095,0.627460317
THEMIS,FOXP3,0.704761905,0.599365079
GPR89A,GON4L,0.876190476,0.677460317
AP1G1,HLA-F,0.714285714,0.955555556
AP1G1,SP3,1,0.676190476
AP1G1,BAG6,0.733333333,0.823968254
AP1G1,SNX27,0.99047619,0.76031746
CD2,FGR,0.876190476,0.905079365
CD2,HLA-E,0.723809524,0.687142857
CD2,HLA-F,0.971428571,0.673015873
CD2,IL2RB,0.980952381,0.936507937
CD2,NKG7,0.914285714,0.938095238
CD2,NCR1,0.914285714,0.988888889
CD2,CORO1A,0.828571429,0.988888889
CD2,IL21R,0.780952381,0.804920635
FCGR3A,NKG7,0.847619048,0.563015873
FCGR3A,PTPRC,0.761904762,0.636825397
FCGR3A,IL21R,0.961904762,0.62031746
HLA-F,IL15RA,0.942857143,0.568253968
IL2RB,NKG7,0.828571429,0.831428571
IL2RB,TYROBP,0.971428571,0.768253968
IL2RB,NCR1,0.942857143,0.793968254
IL2RB,IL21R,0.952380952,0.699365079
IL2RB,ZNF683,0.80952381,0.893809524
IL15RA,JAK2,0.838095238,0.562063492
NKG7,IL15RA,0.828571429,0.932698413
NKG7,NCR1,1,0.933333333
NKG7,KLRK1,0.80952381,0.90031746
NKG7,IL21R,0.771428571,0.595079365
NKG7,SLAMF7,0.704761905,0.762380952
PIK3CD,FGR,0.80952381,0.807619048
PTPRC,HLA-F,0.885714286,0.868253968
PTPRC,PIK3CD,0.79047619,0.88047619
PTPRC,CD244,0.80952381,0.94
SLAMF1,FGR,0.857142857,0.963809524
SLAMF1,NKG7,0.876190476,0.73952381
SLAMF1,PTPRC,1,0.6
SLAMF1,IL21R,0.847619048,0.831111111
SLAMF1,SLAMF7,0.99047619,0.942857143
SLAMF1,NCR3,0.961904762,0.931746032
SP3,FGR,0.80952381,0.955555556
SP3,HLA-E,0.714285714,0.926349206
SP3,PTPRC,0.857142857,0.949206349
SP3,BAG6,0.895238095,0.756746032
SP3,SNX27,1,0.757142857
TYK2,FGR,0.838095238,0.825238095
TYK2,PIK3CD,0.980952381,0.528571429
TYK2,KLRK1,0.980952381,0.785714286
TYROBP,FGR,0.980952381,0.749206349
TYROBP,CD244,0.876190476,0.644444444
BAG6,HLA-E,0.857142857,0.74
BAG6,TYK2,0.942857143,0.647619048
NCR1,IL15RA,0.971428571,0.652380952
CORO1A,TYK2,0.99047619,0.673015873
CORO1A,TYROBP,1,0.533333333
IL21R,CORO1A,0.895238095,0.736031746
HAVCR2,FGR,0.79047619,0.99047619
HAVCR2,PTPRC,0.971428571,0.69047619
ZNF683,KLRC4-KLRK1,0.742857143,0.596666667
IFNE,IL15RA,0.980952381,0.504761905
ATM,EP300,1,0.733333333
ATM,DCAF1,0.828571429,0.77031746
BTK,IRF8,0.761904762,0.985
MS4A1,SPI1,0.885714286,0.663492063
CD27,POU2AF1,0.771428571,0.975555556
CD40LG,FLT3,1,0.59047619
CD79A,MS4A1,0.838095238,0.628730159
CEBPG,GON4L,0.771428571,0.606507937
CR1,CD40LG,0.923809524,0.744444444
CR1,TNFSF13B,0.828571429,0.562380952
CR1,IL4I1,0.714285714,0.689206349
EP300,SP3,1,0.752380952
EZH2,CD40LG,0.761904762,0.853174603
EZH2,GPS2,0.8,0.575873016
EZH2,IL21,0.857142857,0.766031746
FCGR2B,IL21,0.80952381,0.653809524
FCGR2B,IL4I1,1,0.514285714
GPS2,JAK3,0.876190476,0.695079365
GPS2,MSH2,0.742857143,0.602539683
GPS2,TNFSF13B,0.952380952,0.50952381
GPS2,GON4L,1,0.971428571
NCKAP1L,FCGR2B,0.79047619,0.922222222
NCKAP1L,SLAMF8,0.923809524,0.961587302
IRF8,FLT3,1,0.89047619
INHBA,GPS2,0.79047619,0.532539683
INHBA,PTPN6,0.819047619,0.964444444
ITGA4,NFAM1,0.771428571,0.756349206
JAK3,PTPN6,0.876190476,0.894444444
LYL1,IRF8,0.942857143,0.692063492
MMP14,JAK3,0.704761905,0.878730159
MMP14,SPI1,0.885714286,0.688730159
MMP14,SLAMF8,0.714285714,0.764126984
MSH2,SP3,0.904761905,0.751587302
PRKDC,ATM,0.714285714,0.704444444
PRKDC,CD40LG,0.761904762,0.683809524
PRKDC,DCAF1,0.980952381,0.501587302
PTPRC,MS4A1,0.780952381,0.716031746
PTPRC,IKZF3,0.952380952,0.961904762
TNFSF13B,CD79B,0.904761905,0.783492063
TNFSF13B,IL10,0.8,0.649206349
TNFSF13B,SP3,0.79047619,0.594761905
IKZF3,CD27,0.971428571,0.579365079
IKZF3,CD40LG,0.79047619,0.83047619
IKZF3,JAK3,0.923809524,0.642539683
DLL1,POU2AF1,0.819047619,0.764603175
DOCK10,GON4L,0.761904762,0.671111111
SLAMF8,MS4A1,0.885714286,0.617460317
SLAMF8,LYL1,0.780952381,0.926984127
SLAMF8,PTPRC,0.780952381,0.503333333
SLAMF8,TNFSF13B,0.971428571,0.674603175
IL21,CR2,0.752380952,0.626825397
NFAM1,IL10,0.761904762,0.613968254
IL4I1,JAK3,1,0.933333333
IL4I1,SPI1,0.923809524,0.787301587
IL4I1,IL21,0.99047619,0.874603175
IL4I1,NFAM1,0.742857143,0.699206349
IFNE,EZH2,0.771428571,0.602142857
BCL2,RIPK2,0.704761905,0.542539683
CD2,SPN,0.723809524,0.58031746
CD2,FOXP3,0.866666667,0.909206349
CD2,SLAMF6,0.838095238,0.988888889
CD3E,CCR7,0.819047619,0.503174603
CD3E,ITK,0.942857143,0.931746032
CD3E,SLAMF6,0.952380952,0.931746032
CD3G,ZAP70,0.742857143,0.667777778
CD4,IL2RA,0.714285714,0.957142857
CD8A,FOXP3,0.714285714,0.551587302
CD28,CD8A,0.8,0.518730159
CD86,CD3E,0.742857143,0.902222222
CD86,SPN,0.733333333,0.988888889
CD86,LILRB2,0.723809524,0.983333333
CD74,CD3E,0.723809524,0.524761905
CCR7,RUNX3,0.733333333,0.966666667
CCR7,IFNG,0.733333333,0.573650794
DOCK2,CLEC4D,0.742857143,0.988888889
FANCA,CTLA4,0.761904762,0.757142857
FCER1G,CD27,0.8,0.926984127
MTOR,RUNX3,0.80952381,0.973333333
MTOR,SOS1,1,0.738095238
FUT7,CCR6,0.723809524,0.537936508
FUT7,HLA-DOA,0.752380952,0.856825397
FUT7,THEMIS,0.885714286,0.545714286
NCKAP1L,CD86,0.761904762,0.964444444
NCKAP1L,FUT7,0.771428571,1
HLX,GLI3,0.79047619,0.546190476
IL2RA,CD8A,0.828571429,0.662698413
ITK,CD27,0.714285714,0.932698413
LEP,CLPTM1,0.752380952,0.727301587
PIK3CD,RSAD2,0.771428571,0.600793651
PRKDC,GLI3,0.742857143,0.848730159
PRKDC,AP3B1,0.847619048,0.771269841
PTPRC,FCER1G,0.742857143,0.509047619
PTPRC,TESPA1,0.733333333,0.891587302
RPS6,CD86,0.704761905,0.953333333
RPS6,HLA-DRA,0.8,0.957142857
RPS6,IL36B,0.733333333,0.781111111
CCL19,GPR18,0.904761905,0.647619048
